source_column,rpm,target label,sample_index,value_0,fault_type_simple,fault_type_name,spectral_centroid,spectral_variance,peak_frequency,peak_amplitude,low_freq_energy_ratio,mid_freq_energy_ratio,high_freq_energy_ratio,BPFO_amplitude,BPFI_amplitude,BSF_amplitude,FR_amplitude
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,10,-0.451362901,OR,外圈故障,2815.3376,2785108.962,2804.69,370.518,0.0067,0.9925,0.0008,18.32,0,0,20.6704
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,11,-0.073600791,OR,外圈故障,2741.4317,2581610.085,2757.81,303.7601,0.0131,0.986,0.0009,14.1972,0,0,17.5193
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,12,0.022992335,OR,外圈故障,2710.7945,1980164.324,2781.25,446.9641,0.0061,0.9934,0.0005,11.0651,0,0,19.3373
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,13,-0.015838497,OR,外圈故障,2716.0643,1837106.146,2757.81,553.6806,0.0058,0.9937,0.0005,9.2876,0,0,16.1284
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,14,0.126363592,OR,外圈故障,2721.0898,1918585.91,2757.81,448.2323,0.0054,0.994,0.0005,6.211,0,0,11.7363
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,15,-0.021373064,OR,外圈故障,2737.4282,1884193.069,2757.81,521.5317,0.0039,0.9956,0.0005,5.146,0,0,12.3091
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,16,0.128302448,OR,外圈故障,2809.4451,2644586.08,2742.19,355.0506,0.0074,0.9919,0.0007,7.9578,0,0,10.7749
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,17,-0.056487088,OR,外圈故障,2702.1313,2071950.704,2765.62,370.825,0.007,0.9924,0.0005,13.6101,0,0,7.0734
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,18,-0.178147497,OR,外圈故障,2744.3113,2262577.138,2757.81,462.7673,0.0043,0.9952,0.0005,17.7915,0,0,7.9467
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,19,0.066952927,OR,外圈故障,2747.4714,1988756.806,2742.19,351.0111,0.007,0.9924,0.0006,14.1312,0,0,9.9247
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,20,0.148948551,OR,外圈故障,2700.9588,1978422.161,2734.38,370.5462,0.0073,0.9922,0.0005,10.4359,0,0,7.6197
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,21,0.062946957,OR,外圈故障,2741.2765,1912934.186,2757.81,433.1818,0.0047,0.9948,0.0005,7.8328,0,0,3.923
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,22,0.207315301,OR,外圈故障,2734.5412,1901492.762,2757.81,540.1398,0.0054,0.9942,0.0005,9.8829,0,0,3.6985
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,23,-0.174562996,OR,外圈故障,2699.5897,1823476.421,2757.81,558.6599,0.0049,0.9947,0.0004,6.777,0,0,2.904
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,24,-0.038459365,OR,外圈故障,2732.3271,1957139.485,2804.69,417.1968,0.0055,0.994,0.0006,7.6681,0,0,2.8294
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,25,-0.181400662,OR,外圈故障,2745.9987,2243291.486,2765.62,337.4041,0.0098,0.9897,0.0006,12.5616,0,0,2.0828
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,26,0.011909239,OR,外圈故障,2721.5162,1814394.456,2757.81,435.7603,0.0053,0.9942,0.0005,17.7353,0,0,2.8787
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,27,0.02290223,OR,外圈故障,2756.7864,2065024.859,2773.44,452.3777,0.0044,0.995,0.0006,15.2172,0,0,3.3265
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,28,-0.093309656,OR,外圈故障,2719.8109,2128835.422,2773.44,291.3807,0.0098,0.9896,0.0006,12.2349,0,0,2.8022
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,29,-0.120252703,OR,外圈故障,2734.2842,2031861.591,2757.81,402.5702,0.005,0.9944,0.0005,7.9414,0,0,2.5211
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,30,0.091521305,OR,外圈故障,2732.2376,1833390.92,2710.94,469.8314,0.0042,0.9953,0.0005,5.9363,0,0,2.5824
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,31,0.046309445,OR,外圈故障,2728.313,1781260.137,2789.06,459.4726,0.0049,0.9947,0.0004,9.0457,0,0,3.0257
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,32,-0.079722177,OR,外圈故障,2749.7861,1862989.029,2804.69,506.7726,0.0038,0.9957,0.0005,6.8539,0,0,2.8187
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,33,0.04858772,OR,外圈故障,2753.892,2116158.11,2757.81,323.1272,0.0076,0.9918,0.0006,12.0074,0,0,3.3175
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,34,0.072808402,OR,外圈故障,2724.1541,2226160.635,2757.81,392.3156,0.0074,0.9921,0.0006,16.2658,0,0,3.8595
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,35,-0.017461998,OR,外圈故障,2714.9787,2284221.606,2742.19,406.8959,0.006,0.9933,0.0006,16.111,0,0,3.1032
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,36,-0.153427943,OR,外圈故障,2771.0095,3078440.049,2757.81,259.6344,0.0144,0.9845,0.0011,10.8801,0,0,3.2806
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,37,-0.01418404,OR,外圈故障,2728.068,2493862.66,2750,305.5262,0.0111,0.988,0.0008,7.3548,0,0,3.2131
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,38,0.066331499,OR,外圈故障,2735.8873,2167320.473,2828.12,381.8935,0.0061,0.9933,0.0006,6.9158,0,0,5.3713
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,39,-0.181243941,OR,外圈故障,2755.7136,2301348.312,2750,446.2238,0.0053,0.9942,0.0006,5.7836,0,0,6.7446
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,40,0.067679264,OR,外圈故障,2746.0233,2308883.841,2789.06,482.5006,0.0051,0.9943,0.0005,6.8314,0,0,5.738
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,41,0.113338541,OR,外圈故障,2745.1264,2150423.091,2835.94,387.6622,0.0057,0.9938,0.0005,13.9697,0,0,4.9661
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,42,-0.164895201,OR,外圈故障,2743.1697,2180537.329,2781.25,388.1392,0.0068,0.9926,0.0006,13.7238,0,0,5.0466
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,43,-0.133986853,OR,外圈故障,2787.3567,2521410.319,2781.25,435.0669,0.0056,0.9939,0.0006,18.5146,0,0,7.0346
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,44,0.023617365,OR,外圈故障,2722.5174,2096556.768,2804.69,378.9413,0.0052,0.9942,0.0005,11.9307,0,0,11.6095
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,45,0.463921309,OR,外圈故障,2785.7873,2657933.648,2757.81,422.0922,0.0072,0.9922,0.0006,9.6169,0,0,7.0281
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,46,0.134236842,OR,外圈故障,2724.6627,2021933.669,2781.25,546.1215,0.0065,0.9929,0.0005,13.4997,0,0,6.286
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,47,0.050909313,OR,外圈故障,2748.5018,2049240.575,2789.06,554.8076,0.0047,0.9948,0.0005,5.761,0,0,6.9862
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,48,0.052378094,OR,外圈故障,2852.5856,2980214.369,2757.81,542.9437,0.0051,0.9943,0.0006,8.042,0,0,7.2695
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,49,-0.173184928,OR,外圈故障,2744.5543,2099205.882,2757.81,498.986,0.0053,0.9942,0.0005,11.7763,0,0,4.2523
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,50,-0.629309248,OR,外圈故障,2853.4899,3232645.641,2757.81,348.4572,0.0084,0.9909,0.0007,14.842,0,0,3.4326
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,51,-0.041953868,OR,外圈故障,2745.5438,2131598.71,2757.81,369.6132,0.0057,0.9937,0.0006,17.0538,0,0,4.186
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,52,-0.105654907,OR,外圈故障,2950.8581,4039031.839,2757.81,407.3264,0.0067,0.9925,0.0008,12.3645,0,0,3.3721
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,53,0.203544981,OR,外圈故障,2885.9254,3578564.524,2757.81,369.4291,0.01,0.9887,0.0012,9.3882,0,0,3.1718
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,54,-1.002234565,OR,外圈故障,2990.9417,4135761.712,2781.25,431.1599,0.0049,0.9941,0.001,10.4452,0,0,6.92
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,55,1.347665594,OR,外圈故障,2840.2943,2896644.169,2757.81,559.3604,0.0045,0.9948,0.0007,9.0526,0,0,10.1238
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,56,-0.048471814,OR,外圈故障,2724.2594,1849055.074,2726.56,476.4015,0.0043,0.9953,0.0005,7.9074,0,0,7.1313
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,57,0.112391804,OR,外圈故障,2728.8812,2284142.069,2757.81,500.9059,0.0045,0.995,0.0005,9.7589,0,0,3.5714
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,58,-0.114303372,OR,外圈故障,2784.0226,2593156.845,2757.81,306.1654,0.0084,0.9909,0.0007,15.9909,0,0,4.0871
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,59,0.458883771,OR,外圈故障,2820.2213,2996603.02,2757.81,343.2654,0.0076,0.9917,0.0007,17.1377,0,0,9.1462
48kHz_DE_data OR021@12_1 (第1列),1771,OR021@12_1,60,0.279336352,OR,外圈故障,2724.8915,2032608.882,2757.81,508.3317,0.0047,0.9948,0.0005,15.7162,0,0,10.9194
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,0,-0.036195612,OR,外圈故障,2903.9507,3646334.15,2750,411.4254,0.007,0.9921,0.0009,8.5363,0,0,5.1557
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,1,0.129593869,OR,外圈故障,2796.2568,3198614.88,2773.44,275.2956,0.014,0.9849,0.0011,8.3984,0,0,6.4229
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,2,0.714134692,OR,外圈故障,2921.1601,3883516.47,2765.62,331.1829,0.0104,0.9885,0.0012,10.5197,0,0,8.0805
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,3,-0.244328437,OR,外圈故障,2724.7259,2190318.93,2804.69,395.155,0.0076,0.9918,0.0006,8.5504,0,0,11.878
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,4,-0.021834757,OR,外圈故障,2725.9997,2144297.526,2804.69,423.8768,0.0077,0.9917,0.0006,8.8035,0,0,7.9972
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,5,-0.124548319,OR,外圈故障,2725.786,2074698.333,2718.75,407.5368,0.0065,0.9929,0.0006,11.7062,0,0,3.1088
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,6,-0.129831087,OR,外圈故障,2757.8974,2396094.823,2781.25,393.4295,0.0076,0.9916,0.0008,7.3646,0,0,5.5178
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,7,0.062827721,OR,外圈故障,2758.052,2417111.484,2773.44,351.9147,0.0134,0.9858,0.0008,10.1565,0,0,4.7022
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,8,0.053916056,OR,外圈故障,2691.3836,2010020.264,2804.69,368.6906,0.01,0.9894,0.0006,6.5872,0,0,3.7218
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,9,-0.085182289,OR,外圈故障,2690.4903,2226489.796,2773.44,393.1561,0.008,0.9914,0.0006,11.1499,0,0,7.0238
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,10,0.080845719,OR,外圈故障,2739.1121,2594670.844,2773.44,330.5926,0.0139,0.9852,0.0009,5.7159,0,0,7.6193
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,11,-0.113282523,OR,外圈故障,2690.8727,2194584.985,2781.25,305.1232,0.012,0.9872,0.0007,8.6134,0,0,4.0246
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,12,-0.117617433,OR,外圈故障,2755.7178,2557642.73,2718.75,360.8981,0.0088,0.9905,0.0007,8.4254,0,0,2.529
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,13,-0.130389939,OR,外圈故障,2817.6376,2627476.599,2765.62,476.3415,0.0056,0.9937,0.0007,9.6626,0,0,3.2051
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,14,0.214588397,OR,外圈故障,2748.8008,2217785.738,2765.62,509.9829,0.0052,0.9941,0.0006,8.5298,0,0,5.5274
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,15,0.335444148,OR,外圈故障,2752.7812,2653662.067,2781.25,243.0455,0.0122,0.9868,0.001,9.3549,0,0,2.851
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,16,0.052241919,OR,外圈故障,2771.6148,2969760.498,2773.44,338.06,0.014,0.9848,0.0012,8.9015,0,0,3.2494
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,17,0.2553908,OR,外圈故障,2710.6741,2312596.468,2765.62,382.1197,0.0077,0.9916,0.0007,7.9382,0,0,2.5393
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,18,0.154092025,OR,外圈故障,2732.1706,2161303.004,2765.62,330.9859,0.0072,0.9921,0.0007,5.2853,0,0,4.284
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,19,0.084367005,OR,外圈故障,2812.3784,2991596.359,2765.62,385.4339,0.0076,0.9916,0.0008,6.4828,0,0,5.8543
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,20,0.327159057,OR,外圈故障,2758.0503,2429423.382,2781.25,485.6463,0.0066,0.9928,0.0006,7.088,0,0,5.1832
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,21,-0.251257329,OR,外圈故障,2783.6767,2881917.877,2765.62,445.9882,0.0074,0.992,0.0006,10.0074,0,0,5.0646
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,22,-0.091215172,OR,外圈故障,3413.6121,7340712.41,2773.44,473.5305,0.0074,0.9886,0.004,11.2147,0,0,6.7845
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,23,0.142793571,OR,外圈故障,2905.2465,3811446.918,2765.62,369.6341,0.0078,0.9912,0.001,14.0056,0,0,3.959
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,24,1.64478509,OR,外圈故障,3419.3362,7379420.65,2765.62,331.3516,0.0103,0.9856,0.0041,8.9575,0,0,4.8367
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,25,0.598292723,OR,外圈故障,2900.5595,3379950.838,2773.44,528.6609,0.006,0.9933,0.0008,9.2069,0,0,2.2861
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,26,0.231714,OR,外圈故障,2737.6099,2154513.985,2765.62,477.7316,0.0057,0.9936,0.0007,3.7024,0,0,6.5138
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,27,-0.05510891,OR,外圈故障,2730.2956,2824968.906,2773.44,302.3649,0.0179,0.9807,0.0013,7.7686,0,0,7.7581
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,28,0.189932648,OR,外圈故障,2765.3245,2497166.082,2742.19,363.3531,0.0087,0.9906,0.0008,6.1711,0,0,5.8224
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,29,-0.071564573,OR,外圈故障,2881.9764,3321773.619,2789.06,432.0886,0.0058,0.9934,0.0008,8.7052,0,0,6.5051
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,30,-0.01142863,OR,外圈故障,2744.1686,2465762.848,2765.62,265.8188,0.01,0.9891,0.0009,9.5279,0,0,7.9343
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,31,-0.652678503,OR,外圈故障,2836.1474,3515531.619,2765.62,332.3232,0.0097,0.9893,0.001,7.8113,0,0,15.3416
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,32,-0.186837035,OR,外圈故障,2830.6673,2999855.092,2781.25,344.7709,0.0102,0.9887,0.0011,8.3848,0,0,13.2438
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,33,-0.177054139,OR,外圈故障,2786.8215,2343446.372,2773.44,351.4973,0.0082,0.9908,0.001,8.4549,0,0,9.7728
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,34,0.166894867,OR,外圈故障,2763.9802,2557560.555,2765.62,457.2672,0.0059,0.9935,0.0007,5.2983,0,0,7.4023
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,35,-0.05033405,OR,外圈故障,2748.2207,2519329.179,2773.44,265.4494,0.0092,0.9898,0.0009,5.4367,0,0,9.3801
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,36,-0.093560789,OR,外圈故障,2721.6143,2290191.381,2796.88,406.1332,0.0088,0.9905,0.0007,7.2787,0,0,7.9048
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,37,0.031150077,OR,外圈故障,2748.8786,2697152.09,2718.75,314.6279,0.0099,0.9892,0.0008,7.9272,0,0,5.298
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,38,-0.192199782,OR,外圈故障,2774.9497,2895519.825,2789.06,279.2571,0.0114,0.9874,0.0012,10.1472,0,0,2.332
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,39,-0.148485284,OR,外圈故障,2745.5821,2498755.466,2781.25,319.3539,0.0102,0.989,0.0008,8.9306,0,0,2.2869
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,40,0.004001846,OR,外圈故障,2740.9594,2012629.646,2773.44,454.6572,0.0052,0.9941,0.0006,9.8705,0,0,2.0809
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,41,0.07491047,OR,外圈故障,2728.768,1847136.014,2750,514.0505,0.0052,0.9942,0.0006,7.996,0,0,3.9292
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,42,-0.066216493,OR,外圈故障,2777.2689,2362746.302,2773.44,502.7957,0.0054,0.994,0.0006,6.2202,0,0,9.1776
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,43,0.068592957,OR,外圈故障,2756.8523,2183200.588,2765.62,524.9284,0.0045,0.9949,0.0007,4.8938,0,0,4.9024
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,44,0.326360583,OR,外圈故障,2897.7462,3769578.12,2750,251.7353,0.0129,0.9858,0.0013,5.1189,0,0,3.1294
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,45,-0.13474892,OR,外圈故障,2769.985,2322860.932,2757.81,375.2212,0.0068,0.9924,0.0007,8.5334,0,0,3.1787
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,46,-0.400377328,OR,外圈故障,2725.4346,2213038.542,2703.12,412.1961,0.0051,0.9942,0.0007,8.2514,0,0,9.8235
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,47,0.177454706,OR,外圈故障,2709.0094,2410243.268,2718.75,243.994,0.0121,0.987,0.0009,11.4289,0,0,13.5792
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,48,-0.144008014,OR,外圈故障,2985.5104,4560702.99,2765.62,314.5399,0.0092,0.9895,0.0013,8.7853,0,0,11.2547
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,49,0.048124967,OR,外圈故障,2719.647,2118021.841,2851.56,394.7269,0.0061,0.9933,0.0006,10.1023,0,0,7.6366
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,50,0.826849667,OR,外圈故障,2947.9574,3901990.937,2750,394.8712,0.0058,0.9932,0.001,6.9582,0,0,2.1323
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,51,0.230514524,OR,外圈故障,3472.7636,7638964.521,2773.44,418.4721,0.0074,0.9887,0.0038,10.27,0,0,9.6672
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,52,-0.097108373,OR,外圈故障,2759.2046,2317541.669,2789.06,318.6604,0.0059,0.9933,0.0008,5.956,0,0,2.1382
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,53,-1.727794918,OR,外圈故障,3545.6541,8389877.95,2765.62,347.3997,0.0131,0.9812,0.0057,11.1013,0,0,10.7966
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,54,0.014571949,OR,外圈故障,2761.9172,2967713.19,2773.44,432.1521,0.0081,0.991,0.0009,12.0489,0,0,8.6154
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,55,0.118908696,OR,外圈故障,2986.67,4611256.227,2765.62,353.9428,0.0085,0.9902,0.0013,10.8441,0,0,8.7512
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,56,0.066362756,OR,外圈故障,2731.5963,2226880.234,2765.62,310.4651,0.0084,0.9909,0.0008,11.2922,0,0,2.9469
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,57,-0.812864994,OR,外圈故障,2858.775,3660642.281,2765.62,426.389,0.007,0.9922,0.0008,8.0286,0,0,4.3355
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,58,-0.086744594,OR,外圈故障,2787.2099,2718183.792,2765.62,426.4421,0.0059,0.9932,0.0008,8.8594,0,0,3.3589
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,59,0.03830774,OR,外圈故障,2731.533,2668299.488,2773.44,321.4205,0.011,0.9878,0.0011,6.089,0,0,3.4696
48kHz_DE_data OR021@12_2 (第1列),1746,OR021@12_2,60,-0.700621565,OR,外圈故障,2787.8364,2691670.02,2789.06,396.401,0.006,0.9932,0.0009,8.0932,0,0,3.6561
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,0,0.174400147,OR,外圈故障,2782.4136,2858340.467,2750,375.2451,0.0064,0.9927,0.0009,12.1649,0,0,5.6887
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,1,-0.241276776,OR,外圈故障,2774.9278,2795772.257,2718.75,322.391,0.0081,0.9909,0.001,14.8966,0,0,4.6358
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,2,-0.247142061,OR,外圈故障,2704.5324,2663622.88,2750,210.4048,0.0144,0.9843,0.0013,11.0989,0,0,2.9321
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,3,0.143469919,OR,外圈故障,2673.0065,2118509.695,2765.62,402.6255,0.0079,0.9913,0.0008,11.056,0,0,3.0824
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,4,0.020170192,OR,外圈故障,2689.0334,2253766.136,2757.81,329.9253,0.0074,0.9918,0.0008,10.9438,0,0,7.25
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,5,-0.004630603,OR,外圈故障,2673.4897,2804688.317,2757.81,294.8971,0.013,0.9856,0.0013,10.9178,0,0,12.2537
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,6,-0.079410138,OR,外圈故障,2692.1626,2182576.082,2804.69,364.5555,0.0075,0.9916,0.0009,11.497,0,0,11.3381
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,7,-0.028839592,OR,外圈故障,2699.9453,2130305.922,2703.12,358.4557,0.007,0.9921,0.0008,9.7063,0,0,7.6967
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,8,-0.159135736,OR,外圈故障,2708.1978,2201074.044,2703.12,342.7212,0.007,0.9921,0.0009,8.7486,0,0,8.5802
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,9,0.010145343,OR,外圈故障,2878.4078,3702056.679,2765.62,360.9263,0.0068,0.9922,0.001,10.4729,0,0,9.5882
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,10,0.019747628,OR,外圈故障,2892.3679,4174560.6,2757.81,288.4118,0.0105,0.9878,0.0017,10.0953,0,0,8.967
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,11,0.815745781,OR,外圈故障,2833.0533,3541254.987,2812.5,258.141,0.0093,0.9895,0.0013,11.8082,0,0,14.2409
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,12,0.516679032,OR,外圈故障,2726.4185,2476630.285,2703.12,374.374,0.007,0.9922,0.0008,13.644,0,0,11.6843
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,13,0.163324586,OR,外圈故障,2803.482,3000856.774,2765.62,283.9241,0.0071,0.9918,0.001,13.6047,0,0,8.0418
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,14,0.10440283,OR,外圈故障,2733.9962,2633278.492,2773.44,305.1156,0.0111,0.988,0.0009,11.4625,0,0,11.2963
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,15,-0.17829591,OR,外圈故障,2741.3541,2896623.866,2765.62,359.6142,0.0081,0.9911,0.0008,8.3351,0,0,11.1949
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,16,-0.012614669,OR,外圈故障,2719.9628,2601808.722,2757.81,261.3975,0.0078,0.9911,0.0011,6.7932,0,0,12.3519
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,17,0.352640237,OR,外圈故障,2735.3691,3052987.812,2757.81,228.1227,0.0151,0.9836,0.0013,6.5622,0,0,14.3445
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,18,0.206970274,OR,外圈故障,2657.9812,2140705.086,2773.44,354.0357,0.008,0.9913,0.0007,11.6134,0,0,15.0359
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,19,-0.020024684,OR,外圈故障,2687.8958,2207159.331,2734.38,326.1719,0.008,0.9913,0.0007,13.0484,0,0,7.0485
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,20,0.277827409,OR,外圈故障,2775.9902,2753233.634,2757.81,425.1679,0.007,0.9923,0.0008,17.134,0,0,5.2287
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,21,0.103205439,OR,外圈故障,3027.0935,4832735.844,2820.31,348.4774,0.0057,0.993,0.0014,13.5431,0,0,5.3038
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,22,-0.107033431,OR,外圈故障,2652.9804,2552471.817,2875,165.3575,0.0201,0.9784,0.0015,10.5386,0,0,3.4875
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,23,-0.935689077,OR,外圈故障,2976.7728,4333128.219,2804.69,277.3073,0.0079,0.9908,0.0013,5.2154,0,0,6.5345
48kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,24,-0.04278038,OR,外圈故障,2758.9622,2688871.51,2781.25,442.4341,0.0056,0.9936,0.0008,5.0933,0,0,9.4933
